domain	phylum	class	order	family	genus	otu.id
OTU_1358	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_1358
OTU_1359	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	g:Caulifigura	OTU_1359
OTU_1360	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_1360
OTU_1361	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_1361
OTU_1363	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_1363
OTU_1370	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_1370
OTU_1376	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	NA	NA	OTU_1376
OTU_1379	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Ilumatobacteraceae	NA	OTU_1379
OTU_1380	d:Bacteria	p:Acidobacteriota	c:Vicinamibacteria	o:Vicinamibacterales	f:Vicinamibacteraceae	g:Luteitalea	OTU_1380
OTU_1381	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Iamiaceae	g:Iamia	OTU_1381
OTU_1382	d:Bacteria	NA	NA	NA	NA	NA	OTU_1382
OTU_1383	d:Bacteria	NA	NA	NA	NA	NA	OTU_1383
OTU_1386	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_1386
OTU_1394	d:Bacteria	NA	NA	NA	NA	NA	OTU_1394
OTU_1395	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Erythrobacteraceae	NA	OTU_1395
OTU_1397	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	OTU_1397
OTU_1398	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1398
OTU_1400	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_1400
OTU_1401	d:Bacteria	p:Actinomycetota	c:Acidimicrobiia	o:Acidimicrobiales	f:Iamiaceae	g:Actinomarinicola	OTU_1401
OTU_1402	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Parvibaculaceae	g:Parvibaculum	OTU_1402
OTU_1405	d:Bacteria	p:Bacteroidota	c:Bacteroidia	o:Bacteroidales	f:Prolixibacteraceae	g:Meniscus	OTU_1405
OTU_1413	d:Bacteria	p:Pseudomonadota	c:Hydrogenophilalia	o:Hydrogenophilales	f:Hydrogenophilaceae	g:Hydrogenophilus	OTU_1413
OTU_1414	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_1414
OTU_1415	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	f:Gammaproteobacteria_incertae_sedis	g:Acidibacter	OTU_1415
OTU_1416	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	NA	NA	OTU_1416
OTU_1417	d:Bacteria	p:Verrucomicrobiota	c:Terrimicrobia	o:Terrimicrobiales	f:Terrimicrobiaceae	g:Terrimicrobium	OTU_1417
OTU_1418	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	g:Subdivision3_genera_incertae_sedis	OTU_1418
OTU_1419	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Alcaligenaceae	NA	OTU_1419
OTU_1420	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	OTU_1420
OTU_1421	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_1421
OTU_1422	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_1422
OTU_1425	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_1425
OTU_1426	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_1426
OTU_1432	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_1432
OTU_1440	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_1440
OTU_1441	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	NA	NA	OTU_1441
OTU_1442	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Demequinaceae	g:Demequina	OTU_1442
OTU_1443	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Catellatospora	OTU_1443
OTU_1447	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodobacterales	f:Paracoccaceae	NA	OTU_1447
OTU_1450	d:Bacteria	NA	NA	NA	NA	NA	OTU_1450
OTU_1453	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_1453
OTU_1454	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_1454
OTU_1455	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Actinomycetales	f:Actinomycetaceae	g:Actinomyces	OTU_1455
OTU_1456	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Nakamurellales	f:Nakamurellaceae	g:Nakamurella	OTU_1456
OTU_1459	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	g:Gryllotalpicola	OTU_1459
OTU_1460	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp4	o:Acidobacteria_Gp4_incertae_sedis	f:Acidobacteria_Gp4_incertae_sedis	g:Gp4	OTU_1460
OTU_1461	d:Bacteria	NA	NA	NA	NA	NA	OTU_1461
OTU_1462	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1462
OTU_1463	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_1463
OTU_1464	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Pseudomonadales	f:Pseudomonadaceae	g:Pseudomonas	OTU_1464
OTU_1469	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_1469
OTU_1470	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Asticcacaulis	OTU_1470
OTU_1471	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Flavitalea	OTU_1471
OTU_1472	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Cohnella	OTU_1472
OTU_1473	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_1473
OTU_1474	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Fulvivirgaceae	NA	OTU_1474
OTU_1476	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Nevskiales	f:Nevskiaceae	g:Panacagrimonas	OTU_1476
OTU_1477	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp2	o:Acidobacteria_Gp2_incertae_sedis	f:Acidobacteria_Gp2_incertae_sedis	g:Gp2	OTU_1477
OTU_1478	d:Bacteria	NA	NA	NA	NA	NA	OTU_1478
OTU_1479	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sneathiellales	f:Sneathiellaceae	NA	OTU_1479
OTU_1480	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_1480
OTU_1481	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Arboricoccus	OTU_1481
OTU_1482	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1482
OTU_1488	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_1488
OTU_1493	d:Bacteria	p:Abditibacteriota	c:Abditibacteriia	o:Abditibacteriales	f:Abditibacteriaceae	g:Abditibacterium	OTU_1493
OTU_1495	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_1495
OTU_1497	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_1497
OTU_1498	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Alcaligenaceae	g:Candidimonas	OTU_1498
OTU_1499	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_1499
OTU_1500	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_1500
OTU_1503	d:Bacteria	p:Bacillota	NA	NA	NA	NA	OTU_1503
OTU_1506	d:Bacteria	NA	NA	NA	NA	NA	OTU_1506
OTU_1507	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	g:Subdivision3_genera_incertae_sedis	OTU_1507
OTU_1509	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Micrococcaceae	g:Rothia	OTU_1509
OTU_1518	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	g:Subdivision3_genera_incertae_sedis	OTU_1518
OTU_1522	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Bradyrhizobiaceae	g:Rhodoplanes	OTU_1522
OTU_1523	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp4	o:Acidobacteria_Gp4_incertae_sedis	f:Acidobacteria_Gp4_incertae_sedis	g:Gp4	OTU_1523
OTU_1524	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_1524
OTU_1525	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Cellvibrionales	f:Cellvibrionaceae	g:Cellvibrio	OTU_1525
OTU_1526	d:Bacteria	p:Bacteroidota	c:Bacteroidia	o:Bacteroidales	f:Bacteroidaceae	g:Phocaeicola	OTU_1526
OTU_1533	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_1533
OTU_1534	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_1534
OTU_1535	d:Bacteria	p:Verrucomicrobiota	c:Opitutia	o:Opitutales	f:Opitutaceae	g:Lacunisphaera	OTU_1535
OTU_1536	d:Bacteria	p:Planctomycetota	c:Planctomycetia	NA	NA	NA	OTU_1536
OTU_1538	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1538
OTU_1541	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1541
OTU_1542	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp7	o:Acidobacteria_Gp7_incertae_sedis	f:Acidobacteria_Gp7_incertae_sedis	g:Gp7	OTU_1542
OTU_1544	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	g:Longilinea	OTU_1544
OTU_1548	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Pseudonocardiales	f:Pseudonocardiaceae	g:Pseudonocardia	OTU_1548
OTU_1549	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1549
OTU_1552	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	OTU_1552
OTU_1553	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Nitrosomonadales	f:Nitrosomonadaceae	g:Nitrosomonas	OTU_1553
OTU_1554	d:Bacteria	p:Acidobacteriota	c:Terriglobia	o:Terriglobales	f:Acidobacteriaceae	g:Edaphobacter	OTU_1554
OTU_1556	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_1556
OTU_1558	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Staphylococcaceae	g:Mammaliicoccus	OTU_1558
OTU_1559	d:Bacteria	p:Planctomycetota	c:Phycisphaerae	o:Tepidisphaerales	f:Tepidisphaeraceae	g:Tepidisphaera	OTU_1559
OTU_1560	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1560
OTU_1561	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Reyranellaceae	g:Reyranella	OTU_1561
OTU_1562	d:Bacteria	NA	NA	NA	NA	NA	OTU_1562
OTU_1563	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Lacibacter	OTU_1563
OTU_1570	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1570
OTU_1573	d:Bacteria	p:Latescibacteria	c:Latescibacteria_incertae_sedis	o:Latescibacteria_incertae_sedis	f:Latescibacteria_incertae_sedis	g:Latescibacteria_genera_incertae_sedis	OTU_1573
OTU_1574	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Phenylobacterium	OTU_1574
OTU_1575	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_1575
OTU_1576	d:Bacteria	p:Verrucomicrobiota	c:Opitutia	o:Opitutales	f:Opitutaceae	g:Oleiharenicola	OTU_1576
OTU_1578	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_1578
OTU_1580	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	NA	OTU_1580
OTU_1581	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	g:Cloacibacterium	OTU_1581
OTU_1582	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	NA	NA	NA	OTU_1582
OTU_1583	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Micropepsales	f:Micropepsaceae	g:Rhizomicrobium	OTU_1583
OTU_1584	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Hydrotalea	OTU_1584
OTU_1585	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1585
OTU_1586	d:Bacteria	NA	NA	NA	NA	NA	OTU_1586
OTU_1590	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_1590
OTU_1597	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	g:Caulifigura	OTU_1597
OTU_1598	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_1598
OTU_1599	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_1599
OTU_1600	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_1600
OTU_1601	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp4	o:Acidobacteria_Gp4_incertae_sedis	f:Acidobacteria_Gp4_incertae_sedis	g:Gp4	OTU_1601
OTU_1602	d:Bacteria	p:Bacteroidota	c:Bacteroidia	o:Bacteroidales	f:Prolixibacteraceae	g:Aquipluma	OTU_1602
OTU_1603	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	NA	OTU_1603
OTU_1604	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_1604
OTU_1606	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1606
OTU_1607	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_1607
OTU_1608	d:Bacteria	NA	NA	NA	NA	NA	OTU_1608
OTU_1610	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_1610
OTU_1611	d:Bacteria	p:Parcubacteria	c:Parcubacteria_incertae_sedis	o:Parcubacteria_incertae_sedis	f:Parcubacteria_incertae_sedis	g:Parcubacteria_genera_incertae_sedis	OTU_1611
OTU_1612	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_1612
OTU_1613	d:Bacteria	p:Bacillota	c:Negativicutes	o:Selenomonadales	NA	NA	OTU_1613
OTU_1625	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_1625
OTU_1626	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Caulobacterales	f:Caulobacteraceae	g:Brevundimonas	OTU_1626
OTU_1627	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	NA	NA	OTU_1627
OTU_1628	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_1628
OTU_1629	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Jatrophihabitantales	f:Jatrophihabitantaceae	g:Jatrophihabitans	OTU_1629
OTU_1630	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	g:Blautia	OTU_1630
OTU_1631	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Leuconostocaceae	g:Weissella	OTU_1631
OTU_1632	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Lactobacillaceae	g:Lactobacillus	OTU_1632
OTU_1633	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp10	o:Acidobacteria_Gp10_incertae_sedis	f:Acidobacteria_Gp10_incertae_sedis	g:Gp10	OTU_1633
OTU_1634	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptococcaceae	g:Desulfitobacterium	OTU_1634
OTU_1643	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp5	o:Acidobacteria_Gp5_incertae_sedis	f:Acidobacteria_Gp5_incertae_sedis	g:Gp5	OTU_1643
OTU_1646	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Oceanospirillales	f:Halomonadaceae	g:Halomonas	OTU_1646
OTU_1647	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	g:Subdivision3_genera_incertae_sedis	OTU_1647
OTU_1649	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_1649
OTU_1650	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_1650
OTU_1651	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_1651
OTU_1652	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Gaiellales	f:Gaiellaceae	g:Gaiella	OTU_1652
OTU_1653	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1653
OTU_1654	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1654
OTU_1657	d:Bacteria	NA	NA	NA	NA	NA	OTU_1657
OTU_1660	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Labilitrichaceae	g:Labilithrix	OTU_1660
OTU_1661	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Pseudoxanthomonas	OTU_1661
OTU_1663	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Peptostreptococcaceae	g:Romboutsia	OTU_1663
OTU_1665	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	NA	NA	OTU_1665
OTU_1667	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Aurantimonadaceae	g:Aureimonas	OTU_1667
OTU_1668	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_1668
OTU_1669	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Acidovorax	OTU_1669
OTU_1670	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_1670
OTU_1671	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	NA	NA	OTU_1671
OTU_1672	d:Bacteria	NA	NA	NA	NA	NA	OTU_1672
OTU_1673	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptosporangiales	f:Streptosporangiaceae	g:Streptosporangium	OTU_1673
OTU_1674	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_1674
OTU_1675	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Bradyrhizobiaceae	g:Rhodoplanes	OTU_1675
OTU_1676	d:Bacteria	NA	NA	NA	NA	NA	OTU_1676
OTU_1683	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_1683
OTU_1690	d:Bacteria	p:Actinomycetota	c:Actinobacteria	NA	NA	NA	OTU_1690
OTU_1691	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_1691
OTU_1692	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_1692
OTU_1693	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_1693
OTU_1695	d:Bacteria	p:Chlamydiota	c:Chlamydiia	o:Chlamydiales	f:Chlamydiaceae	g:Chlamydia	OTU_1695
OTU_1696	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Anaeromyxobacteraceae	g:Anaeromyxobacter	OTU_1696
OTU_1699	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	OTU_1699
OTU_1700	d:Bacteria	NA	NA	NA	NA	NA	OTU_1700
OTU_1701	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_1701
OTU_1702	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	g:Virgisporangium	OTU_1702
OTU_1703	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_1703
OTU_1704	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_1704
OTU_1705	d:Bacteria	p:Nitrospirota	c:Nitrospiria	o:Nitrospirales	f:Nitrospiraceae	g:Nitrospira	OTU_1705
OTU_1708	d:Bacteria	NA	NA	NA	NA	NA	OTU_1708
OTU_1710	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Lachnospiraceae	NA	OTU_1710
OTU_1711	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_1711
OTU_1712	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Parvibaculaceae	g:Parvibaculum	OTU_1712
OTU_1719	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp16	o:Acidobacteria_Gp16_incertae_sedis	f:Acidobacteria_Gp16_incertae_sedis	g:Gp16	OTU_1719
OTU_1724	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	NA	OTU_1724
OTU_1725	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_1725
OTU_1727	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Propionibacteriaceae	g:Cutibacterium	OTU_1727
OTU_1728	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_1728
OTU_1729	d:Bacteria	p:Verrucomicrobiota	c:Subdivision3	o:Subdivision3_incertae_sedis	f:Subdivision3_incertae_sedis	NA	OTU_1729
OTU_1730	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Paenibacillus	OTU_1730
OTU_1732	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Anaeromyxobacteraceae	g:Anaeromyxobacter	OTU_1732
OTU_1733	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_1733
OTU_1741	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Roseomonas	OTU_1741
OTU_1750	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Devosiaceae	g:Devosia	OTU_1750
