domain	phylum	class	order	family	genus	otu.id
OTU_6945	d:Bacteria	NA	NA	NA	NA	NA	OTU_6945
OTU_6946	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_6946
OTU_6947	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_6947
OTU_6952	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_6952
OTU_6953	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Sphingomonadales	f:Sphingomonadaceae	g:Sphingobium	OTU_6953
OTU_6956	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp4	o:Acidobacteria_Gp4_incertae_sedis	f:Acidobacteria_Gp4_incertae_sedis	g:Gp4	OTU_6956
OTU_6959	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_6959
OTU_6962	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_6962
OTU_6963	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Methylobacteriaceae	g:Methylobacterium	OTU_6963
OTU_6965	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_6965
OTU_6971	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micromonosporales	f:Micromonosporaceae	NA	OTU_6971
OTU_6975	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	g:Zavarzinella	OTU_6975
OTU_6980	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodobacterales	f:Roseobacteraceae	g:Rubellimicrobium	OTU_6980
OTU_6983	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp5	o:Acidobacteria_Gp5_incertae_sedis	f:Acidobacteria_Gp5_incertae_sedis	g:Gp5	OTU_6983
OTU_6985	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_6985
OTU_6989	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Enterobacterales	f:Enterobacteriaceae	NA	OTU_6989
OTU_6991	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_6991
OTU_6993	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_6993
OTU_6995	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_6995
OTU_6996	d:Bacteria	NA	NA	NA	NA	NA	OTU_6996
OTU_7000	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_7000
OTU_7005	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Clostridiaceae_1	g:Clostridium_sensu stricto	OTU_7005
OTU_7008	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Sandaracinaceae	g:Sandaracinus	OTU_7008
OTU_7011	d:Bacteria	NA	NA	NA	NA	NA	OTU_7011
OTU_7013	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp10	o:Acidobacteria_Gp10_incertae_sedis	f:Acidobacteria_Gp10_incertae_sedis	g:Gp10	OTU_7013
OTU_7014	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	f:Gammaproteobacteria_incertae_sedis	g:Acidibacter	OTU_7014
OTU_7018	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	NA	OTU_7018
OTU_7019	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	g:Gemmata	OTU_7019
OTU_7021	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Methylobacteriaceae	g:Microvirga	OTU_7021
OTU_7022	d:Bacteria	NA	NA	NA	NA	NA	OTU_7022
OTU_7024	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_7024
OTU_7025	d:Bacteria	NA	NA	NA	NA	NA	OTU_7025
OTU_7028	d:Bacteria	NA	NA	NA	NA	NA	OTU_7028
OTU_7030	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	g:Acidisoma	OTU_7030
OTU_7031	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_7031
OTU_7032	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	NA	OTU_7032
OTU_7034	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7034
OTU_7038	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Xanthomonadales	f:Xanthomonadaceae	g:Xanthomonas	OTU_7038
OTU_7039	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_7039
OTU_7043	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_7043
OTU_7044	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	NA	OTU_7044
OTU_7047	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_7047
OTU_7050	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_7050
OTU_7054	d:Bacteria	NA	NA	NA	NA	NA	OTU_7054
OTU_7056	d:Bacteria	NA	NA	NA	NA	NA	OTU_7056
OTU_7057	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_7057
OTU_7060	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_7060
OTU_7061	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	NA	OTU_7061
OTU_7064	d:Bacteria	NA	NA	NA	NA	NA	OTU_7064
OTU_7066	d:Bacteria	p:Bacteroidota	c:Bacteroidia	o:Bacteroidales	f:Prevotellaceae	g:Massiliprevotella	OTU_7066
OTU_7069	d:Bacteria	NA	NA	NA	NA	NA	OTU_7069
OTU_7071	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp25	o:Acidobacteria_Gp25_incertae_sedis	f:Acidobacteria_Gp25_incertae_sedis	g:Gp25	OTU_7071
OTU_7072	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	NA	NA	NA	OTU_7072
OTU_7076	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Nevskiales	f:Nevskiaceae	NA	OTU_7076
OTU_7077	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_7077
OTU_7082	d:Bacteria	NA	NA	NA	NA	NA	OTU_7082
OTU_7083	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	NA	OTU_7083
OTU_7092	d:Bacteria	p:Acidobacteriota	NA	NA	NA	NA	OTU_7092
OTU_7096	d:Bacteria	p:Planctomycetota	c:Phycisphaerae	NA	NA	NA	OTU_7096
OTU_7099	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7099
OTU_7102	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	NA	NA	OTU_7102
OTU_7105	d:Bacteria	NA	NA	NA	NA	NA	OTU_7105
OTU_7107	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_7107
OTU_7108	d:Bacteria	p:Planctomycetota	c:Planctomycetia	NA	NA	NA	OTU_7108
OTU_7114	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Mycobacteriales	f:Nocardiaceae	g:Rhodococcus	OTU_7114
OTU_7118	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Thermoactinomycetaceae	g:Laceyella	OTU_7118
OTU_7121	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	NA	OTU_7121
OTU_7124	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Defluviicoccus	OTU_7124
OTU_7130	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Oceanospirillales	f:Alcanivoracaceae	g:Alcanivorax	OTU_7130
OTU_7132	d:Bacteria	p:Latescibacteria	c:Latescibacteria_incertae_sedis	o:Latescibacteria_incertae_sedis	f:Latescibacteria_incertae_sedis	g:Latescibacteria_genera_incertae_sedis	OTU_7132
OTU_7133	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_7133
OTU_7136	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_7136
OTU_7138	d:Bacteria	NA	NA	NA	NA	NA	OTU_7138
OTU_7141	d:Bacteria	NA	NA	NA	NA	NA	OTU_7141
OTU_7142	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_7142
OTU_7143	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_7143
OTU_7146	d:Bacteria	p:Chloroflexota	NA	NA	NA	NA	OTU_7146
OTU_7149	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_7149
OTU_7151	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	OTU_7151
OTU_7152	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_7152
OTU_7153	d:Bacteria	NA	NA	NA	NA	NA	OTU_7153
OTU_7155	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_7155
OTU_7156	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	NA	OTU_7156
OTU_7158	d:Bacteria	p:Chloroflexota	c:Ktedonobacteria	o:Ktedonobacterales	f:Ktedonobacteraceae	g:Ktedonospora	OTU_7158
OTU_7159	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_7159
OTU_7162	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Microbacteriaceae	NA	OTU_7162
OTU_7167	d:Bacteria	p:Armatimonadota	c:Armatimonadota_incertae_sedis	o:Armatimonadota_incertae_sedis	f:Armatimonadota_incertae_sedis	g:Armatimonadetes_gp2	OTU_7167
OTU_7168	d:Bacteria	NA	NA	NA	NA	NA	OTU_7168
OTU_7173	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7173
OTU_7174	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7174
OTU_7177	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Noviherbaspirillum	OTU_7177
OTU_7179	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7179
OTU_7182	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_7182
OTU_7183	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptosporangiales	f:Thermomonosporaceae	g:Actinoallomurus	OTU_7183
OTU_7184	d:Bacteria	NA	NA	NA	NA	NA	OTU_7184
OTU_7185	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Kineosporiales	f:Kineosporiaceae	g:Kineococcus	OTU_7185
OTU_7186	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_7186
OTU_7187	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	f:Cytophagaceae	g:Cytophaga	OTU_7187
OTU_7190	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Bradyrhizobiaceae	NA	OTU_7190
OTU_7191	d:Bacteria	NA	NA	NA	NA	NA	OTU_7191
OTU_7192	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Bradyrhizobiaceae	NA	OTU_7192
OTU_7193	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_7193
OTU_7194	d:Bacteria	NA	NA	NA	NA	NA	OTU_7194
OTU_7195	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_7195
OTU_7198	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Syntrophobacterales	f:Syntrophobacteraceae	NA	OTU_7198
OTU_7201	d:Bacteria	p:Cyanobacteriota	c:Cyanophyceae	o:Leptolyngbyales	f:Leptolyngbyaceae	g:Myxacorys	OTU_7201
OTU_7202	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_7202
OTU_7203	d:Bacteria	NA	NA	NA	NA	NA	OTU_7203
OTU_7204	d:Bacteria	NA	NA	NA	NA	NA	OTU_7204
OTU_7205	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	NA	OTU_7205
OTU_7208	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp3	o:Acidobacteria_Gp3_incertae_sedis	f:Acidobacteria_Gp3_incertae_sedis	g:Gp3	OTU_7208
OTU_7210	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_7210
OTU_7211	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	g:Gemmata	OTU_7211
OTU_7212	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	NA	OTU_7212
OTU_7215	d:Bacteria	p:Verrucomicrobiota	c:Verrucomicrobiia	o:Verrucomicrobiales	f:Verrucomicrobiaceae	NA	OTU_7215
OTU_7217	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Geminicoccaceae	g:Geminicoccus	OTU_7217
OTU_7224	d:Bacteria	NA	NA	NA	NA	NA	OTU_7224
OTU_7226	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	g:Janthinobacterium	OTU_7226
OTU_7228	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	NA	NA	OTU_7228
OTU_7230	d:Bacteria	p:Bacteroidota	c:Saprospiria	o:Saprospirales	f:Lewinellaceae	NA	OTU_7230
OTU_7236	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Oscillospiraceae	g:Faecalibacterium	OTU_7236
OTU_7243	d:Bacteria	NA	NA	NA	NA	NA	OTU_7243
OTU_7248	d:Bacteria	p:Chloroflexota	c:Ktedonobacteria	o:Ktedonobacterales	NA	NA	OTU_7248
OTU_7257	d:Bacteria	p:Candidatus_Saccharibacteria	c:Candidatus_Saccharibacteria_incertae_sedis	o:Candidatus_Saccharibacteria_incertae_sedis	f:Candidatus_Saccharibacteria_incertae_sedis	g:Saccharibacteria_genera_incertae_sedis	OTU_7257
OTU_7259	d:Bacteria	p:Gemmatimonadota	c:Gemmatimonadia	o:Gemmatimonadales	f:Gemmatimonadaceae	g:Gemmatimonas	OTU_7259
OTU_7263	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Flavobacteriaceae	g:Flavobacterium	OTU_7263
OTU_7267	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp17	o:Acidobacteria_Gp17_incertae_sedis	f:Acidobacteria_Gp17_incertae_sedis	g:Gp17	OTU_7267
OTU_7268	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	g:Ornatilinea	OTU_7268
OTU_7269	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	f:Pirellulaceae	NA	OTU_7269
OTU_7270	d:Bacteria	NA	NA	NA	NA	NA	OTU_7270
OTU_7271	d:Bacteria	p:Acidobacteriota	c:Blastocatellia	o:Blastocatellales	f:Blastocatellaceae	g:Stenotrophobacter	OTU_7271
OTU_7273	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Gammaproteobacteria_incertae_sedis	f:Gammaproteobacteria_incertae_sedis	g:Acidibacter	OTU_7273
OTU_7276	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_7276
OTU_7277	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Oxalobacteraceae	NA	OTU_7277
OTU_7278	d:Bacteria	NA	NA	NA	NA	NA	OTU_7278
OTU_7283	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7283
OTU_7284	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Legionellaceae	g:Legionella	OTU_7284
OTU_7286	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Clostridiaceae_1	g:Clostridium_sensu stricto	OTU_7286
OTU_7287	d:Bacteria	NA	NA	NA	NA	NA	OTU_7287
OTU_7291	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Acetobacteraceae	NA	OTU_7291
OTU_7300	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7300
OTU_7304	d:Bacteria	NA	NA	NA	NA	NA	OTU_7304
OTU_7310	d:Bacteria	p:Bacillota	c:Clostridia	o:Eubacteriales	f:Gracilibacteraceae	g:Gracilibacter	OTU_7310
OTU_7311	d:Bacteria	p:BRC1	c:BRC1_incertae_sedis	o:BRC1_incertae_sedis	f:BRC1_incertae_sedis	g:BRC1_genera_incertae_sedis	OTU_7311
OTU_7314	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	NA	OTU_7314
OTU_7317	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Micrococcales	f:Intrasporangiaceae	g:Ornithinimicrobium	OTU_7317
OTU_7321	d:Bacteria	p:Chloroflexota	c:Anaerolineae	o:Anaerolineales	f:Anaerolineaceae	NA	OTU_7321
OTU_7322	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodobacterales	f:Paracoccaceae	g:Albimonas	OTU_7322
OTU_7324	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Legionellales	f:Coxiellaceae	g:Aquicella	OTU_7324
OTU_7325	d:Bacteria	p:Armatimonadota	c:Armatimonadota_incertae_sedis	o:Armatimonadota_incertae_sedis	f:Armatimonadota_incertae_sedis	g:Armatimonadetes_gp2	OTU_7325
OTU_7326	d:Bacteria	NA	NA	NA	NA	NA	OTU_7326
OTU_7327	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Flavisolibacter	OTU_7327
OTU_7328	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Gemmatales	f:Gemmataceae	NA	OTU_7328
OTU_7329	d:Bacteria	p:Bacteroidota	c:Bacteroidia	o:Bacteroidales	f:Porphyromonadaceae	g:Porphyromonas	OTU_7329
OTU_7332	d:Bacteria	p:Actinomycetota	c:Coriobacteriia	o:Coriobacteriales	f:Atopobiaceae	g:Olsenella	OTU_7332
OTU_7334	d:Bacteria	p:Planctomycetota	c:Phycisphaerae	o:Tepidisphaerales	f:Tepidisphaeraceae	g:Tepidisphaera	OTU_7334
OTU_7335	d:Bacteria	p:Spirochaetota	c:Spirochaetia	o:Leptospirales	f:Leptospiraceae	g:Turneriella	OTU_7335
OTU_7336	d:Bacteria	NA	NA	NA	NA	NA	OTU_7336
OTU_7337	d:Bacteria	p:Bacteroidota	c:Cytophagia	o:Cytophagales	NA	NA	OTU_7337
OTU_7338	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	NA	NA	NA	OTU_7338
OTU_7339	d:Bacteria	NA	NA	NA	NA	NA	OTU_7339
OTU_7340	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Bdellovibrionales	f:Bdellovibrionaceae	g:Pseudobdellovibrio	OTU_7340
OTU_7341	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_7341
OTU_7342	d:Bacteria	NA	NA	NA	NA	NA	OTU_7342
OTU_7343	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	g:Aquabacterium	OTU_7343
OTU_7345	d:Bacteria	p:Pseudomonadota	NA	NA	NA	NA	OTU_7345
OTU_7346	d:Bacteria	NA	NA	NA	NA	NA	OTU_7346
OTU_7347	d:Bacteria	p:Pseudomonadota	c:Betaproteobacteria	o:Burkholderiales	f:Comamonadaceae	NA	OTU_7347
OTU_7348	d:Bacteria	p:Verrucomicrobiota	c:Verrucomicrobiia	o:Verrucomicrobiales	f:Verrucomicrobiaceae	g:Prosthecobacter	OTU_7348
OTU_7349	d:Bacteria	NA	NA	NA	NA	NA	OTU_7349
OTU_7350	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_7350
OTU_7351	d:Bacteria	p:Abditibacteriota	c:Abditibacteriia	o:Abditibacteriales	f:Abditibacteriaceae	g:Abditibacterium	OTU_7351
OTU_7352	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Planctomycetales	f:Planctomycetaceae	NA	OTU_7352
OTU_7354	d:Bacteria	NA	NA	NA	NA	NA	OTU_7354
OTU_7355	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_7355
OTU_7357	d:Bacteria	NA	NA	NA	NA	NA	OTU_7357
OTU_7359	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Alicyclobacillaceae	g:Alicyclobacillus	OTU_7359
OTU_7360	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_7360
OTU_7361	d:Bacteria	p:Bacteroidota	c:Flavobacteriia	o:Flavobacteriales	f:Weeksellaceae	NA	OTU_7361
OTU_7363	d:Bacteria	p:Bacillota	c:Negativicutes	o:Selenomonadales	f:Selenomonadaceae	g:Megamonas	OTU_7363
OTU_7365	d:Bacteria	p:Bacillota	c:Bacilli	o:Lactobacillales	f:Aerococcaceae	g:Facklamia	OTU_7365
OTU_7366	d:Bacteria	p:Acidobacteriota	c:Acidobacteria_Gp6	o:Acidobacteria_Gp6_incertae_sedis	f:Acidobacteria_Gp6_incertae_sedis	g:Gp6	OTU_7366
OTU_7367	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Hyphomicrobiales	f:Beijerinckiaceae	NA	OTU_7367
OTU_7370	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_7370
OTU_7374	d:Bacteria	p:Verrucomicrobiota	c:Spartobacteria	o:Spartobacteria_incertae_sedis	f:Spartobacteria_incertae_sedis	g:Spartobacteria_genera_incertae_sedis	OTU_7374
OTU_7375	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	g:Agriterribacter	OTU_7375
OTU_7379	d:Bacteria	p:Bacteroidota	c:Chitinophagia	o:Chitinophagales	f:Chitinophagaceae	NA	OTU_7379
OTU_7380	d:Bacteria	p:Rhodothermota	c:Rhodothermia	o:Rhodothermales	NA	NA	OTU_7380
OTU_7381	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	NA	NA	OTU_7381
OTU_7382	d:Bacteria	NA	NA	NA	NA	NA	OTU_7382
OTU_7388	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	o:Rhodospirillales	f:Rhodospirillaceae	g:Dongia	OTU_7388
OTU_7401	d:Bacteria	p:Bacteroidota	NA	NA	NA	NA	OTU_7401
OTU_7405	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	NA	NA	NA	OTU_7405
OTU_7407	d:Bacteria	p:Bacteroidota	c:Sphingobacteriia	o:Sphingobacteriales	f:Sphingobacteriaceae	g:Pedobacter	OTU_7407
OTU_7412	d:Bacteria	p:Gemmatimonadota	c:Longimicrobia	o:Longimicrobiales	f:Longimicrobiaceae	g:Longimicrobium	OTU_7412
OTU_7418	d:Bacteria	p:Pseudomonadota	c:Deltaproteobacteria	o:Myxococcales	f:Polyangiaceae	NA	OTU_7418
OTU_7419	d:Bacteria	NA	NA	NA	NA	NA	OTU_7419
OTU_7420	d:Bacteria	p:Bacillota	c:Bacilli	o:Caryophanales	f:Paenibacillaceae	g:Brevibacillus	OTU_7420
OTU_7421	d:Bacteria	NA	NA	NA	NA	NA	OTU_7421
OTU_7423	d:Bacteria	p:Pseudomonadota	c:Alphaproteobacteria	NA	NA	NA	OTU_7423
OTU_7424	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Geodermatophilales	f:Geodermatophilaceae	g:Cumulibacter	OTU_7424
OTU_7426	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Oceanospirillales	f:Oceanospirillales_incertae_sedis	g:Pseudohongiella	OTU_7426
OTU_7428	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Pirellulales	NA	NA	OTU_7428
OTU_7429	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	NA	OTU_7429
OTU_7430	d:Bacteria	p:Planctomycetota	NA	NA	NA	NA	OTU_7430
OTU_7432	d:Bacteria	NA	NA	NA	NA	NA	OTU_7432
OTU_7435	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7435
OTU_7439	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Propionibacteriales	f:Nocardioidaceae	g:Nocardioides	OTU_7439
OTU_7440	d:Bacteria	p:Planctomycetota	c:Planctomycetia	o:Isosphaerales	f:Isosphaeraceae	NA	OTU_7440
OTU_7444	d:Bacteria	NA	NA	NA	NA	NA	OTU_7444
OTU_7445	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7445
OTU_7446	d:Bacteria	NA	NA	NA	NA	NA	OTU_7446
OTU_7448	d:Bacteria	p:Actinomycetota	NA	NA	NA	NA	OTU_7448
OTU_7453	d:Bacteria	p:Pseudomonadota	c:Gammaproteobacteria	o:Vibrionales	f:Vibrionaceae	g:Photobacterium	OTU_7453
OTU_7454	d:Bacteria	p:Actinomycetota	c:Thermoleophilia	o:Solirubrobacterales	f:Solirubrobacteraceae	g:Solirubrobacter	OTU_7454
OTU_7455	d:Bacteria	NA	NA	NA	NA	NA	OTU_7455
OTU_7457	d:Bacteria	NA	NA	NA	NA	NA	OTU_7457
OTU_7459	d:Bacteria	p:Actinomycetota	c:Actinobacteria	o:Streptosporangiales	f:Streptosporangiaceae	NA	OTU_7459
