ac1	ac10	ac11	ac12	ac13	ac14	ac15	ac16	ac17	ac18	ac19	ac20	ac21	ac22	ac23	ac24	ac25	ac26	ac27	ac28	ac29	ac3	ac30	ac31	ac32	ac33	ac34	ac35	ac36	ac37	ac38	ac39	ac4	ac40	ac41	ac42	ac43	ac44	ac45	ac46	ac48	ac49	ac5	ac50	ac51	ac52	ac53	ac54	ac56	ac57	ac58	ac59	ac6	ac60	ac61	ac62	ac63	ac64	ac65	ac66	ac7	ac8	ac9	cdz1	cdz10	cdz11	cdz12	cdz13	cdz14	cdz15	cdz16	cdz2	cdz3	cdz33	cdz34	cdz35	cdz36	cdz37	cdz38	cdz39	cdz4	cdz40	cdz5	cdz57	cdz58	cdz59	cdz6	cdz60	cdz61	cdz62	cdz63	cdz64	cdz7	cdz8	cdz88	cdz9	csf1	csf101	csf102	csf106	csf109	csf110	csf114	csf115	csf116	csf117	csf118	csf12	csf122	csf126	csf127	csf128	csf13	csf130	csf131	csf132	csf133	csf134	csf14	csf142	csf143	csf144	csf148	csf149	csf15	csf152	csf154	csf155	csf158	csf16	csf160	csf163	csf164	csf166	csf167	csf168	csf171	csf173	csf174	csf178	csf180	csf181	csf182	csf186	csf187	csf188	csf192	csf193	csf195	csf197	csf199	csf2	csf201	csf203	csf204	csf205	csf208	csf211	csf217	csf22	csf226	csf227	csf229	csf23	csf232	csf233	csf239	csf240	csf242	csf245	csf246	csf248	csf249	csf251	csf253	csf254	csf256	csf258	csf26	csf261	csf263	csf264	csf265	csf269	csf27	csf274	csf276	csf278	csf279	csf28	csf280	csf281	csf283	csf284	csf287	csf290	csf291	csf292	csf293	csf296	csf297	csf3	csf32	csf33	csf34	csf35	csf37	csf41	csf43	csf44	csf47	csf5	csf50	csf54	csf57	csf58	csf59	csf61	csf62	csf64	csf68	csf69	csf72	csf73	csf74	csf75	csf79	csf81	csf82	csf83	csf84	csf85	csf91	csf93	csf95	csf98	csf99	hm1	hm10	hm11	hm12	hm13	hm15	hm16	hm17	hm20	hm21	hm22	hm23	hm24	hm25	hm26	hm27	hm28	hm29	hm3	hm30	hm31	hm33	hm34	hm35	hm36	hm37	hm38	hm39	hm40	hm41	hm42	hm43	hm44	hm46	hm47	hm49	hm5	hm50	hm51	hm52	hm53	hm54	hm56	hm57	hm58	hm59	hm6	hm61	hm63	hm64	hm66	hm8	hm9	syn2
OTU_13	0	0	0	0	0	1	747	0	0	0	1	0	1	1	206	0	0	0	0	0	156	48	0	3	38	0	0	2	0	5	0	0	0	0	192	251	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	26	0	451	0	95	17	7	413	747	0	0	0	0	3195	0	1	0	1412	1	0	165	1	0	0	0	0	0	0	0	0	0	0	0	2044	0	1	0	0	0	0	1	920	0	0	0	0	0	252	0	0	0	0	0	0	3	0	0	0	0	0	0	85	0	0	0	0	0	6	0	0	0	0	0	0	0	5	6	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	50	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	27	9	1	0	259	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	47	0	10	0	49	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	54	19	10	0	0	76	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	529	0	0	8651	2916	303	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	54	0	61	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	71	198	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	177	1938	7385	2	0	1955	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	15	56	0	3	0	0	0	0	0	1	1	8	0	1	2	43	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	19	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38	0	3	0	0	0	0	0	0	0	0	0
OTU_16	65	121	86	0	0	0	195	0	0	0	162	0	0	67	0	212	0	50	0	41	60	0	1	215	0	63	176	0	7	0	154	0	0	94	0	0	0	229	0	0	0	0	0	0	0	147	49	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	235	89	2	0	0	206	55	90	0	134	0	0	197	0	1	0	0	39	0	116	0	0	0	0	0	80	0	0	100	0	0	0	0	93	0	0	0	8	0	25	0	28	111	0	930	73	0	8	1	0	0	860	208	0	0	111	0	0	0	98	0	98	0	61	0	0	29	0	83	0	156	0	0	1	197	0	0	0	0	0	123	158	0	0	0	151	17	0	0	0	0	0	0	324	209	0	0	0	0	0	0	151	0	0	0	128	0	0	81	0	0	0	0	36	0	0	0	0	1	0	102	0	0	17	1	0	0	0	45	0	0	117	0	0	246	0	0	0	129	0	0	0	230	0	57	62	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	164	0	183	116	0	194	0	149	0	0	134	0	0	0	0	0	43	24	0	0	0	69	0	0	208	0	1	0	0	177	0	0
OTU_17	0	0	0	0	0	0	0	0	0	0	0	1	45	52	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	26	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	0	0	0	2427	0	0	23	1220	0	0	1	0	0	0	0	1757	0	1	0	0	0	0	0	0	1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	58	0	0	0	29	0	0	0	0	0	0	1	0	0	0	106	0	0	89	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	16	1358	0	0	37	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	71	0	0	0	11	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	0	0	0	6	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_18	0	0	0	306	475	0	0	1	0	0	776	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	538	0	0	68	0	1	0	1	0	0	0	0	0	0	0	1	0	3814	0	1	427	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	20	0	0	0	43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	117	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	130	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	155	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	44	0	0	0	0	0	105	0	0	0	0	1	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	224	0	0	0	0	0	0	0	0	0	0	0
OTU_20	0	0	166	167	0	0	291	144	0	216	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	10	0	2	0	150	0	18	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	102	0	86	0	0	89	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	149	0	0	0	0	0	0	9	0	260	119	131	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	99	0	127	0	0	1	0	0	0	0	417	0	0	0	0	0	0	0	18	5	0	0	1	79	0	0	0	119	5	0	0	291	0	3	0	0	162	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	98	0	65	86	0	0	6	0	136	0	0	8	2	20	0	0	0	0	0	0	0	0	0	283	17	0	0	116	6	0	0	0	114	0	137	0	0	0	0	0	33	0	0	0	0	0	0	0	32	0	0	192	0	0	0	2	1	0	0	0	0	27	0	0	62	11	162	133	0	35	0	91	11	0	0	0	0	0	13	0	0	53	0	38	0	0	5	0	0	38	0	0	0	0	0	0	0	0	0	0	18	0	26	9	137	0	0	4	0	49	0	0	223	0	0
OTU_21	0	0	4	392	65	36	1	33	198	14	0	0	4	0	0	0	0	5	103	0	0	0	0	2	0	0	0	5	1190	0	772	0	0	0	1	508	0	0	0	1	0	100	0	1	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	702	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	681	0	518	0	0	0	799	0	0	0	0	0	36	4	223	0	108	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	24	0	0	0	25	24	15	4	0	0	0	35	57	16	1	0	0	0	17	43	0	773	174	41	5	0	0	2	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_22	0	0	0	0	0	0	18	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1253	632	0	0	942	1604	928	689	138	0	0	0	0	0	0	8	118	0	10	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	203	746	7	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	62	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_23	0	0	5	3	1	2	5	2	2	301	0	0	3	5	0	0	0	1	0	1	11	15	1	19	0	0	2	0	0	0	1	0	2	2	0	6	0	8	5	3	0	0	1	0	0	0	1	1	0	0	0	11	1	11	4	5	2	6	0	20	0	0	1	0	0	6	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	7	5	4	13	2	3	3	47	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	8	0	2	4	2	4	10	0	0	51	11	9	42	0	0	0	1	0	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	26	0	0	0	0	0	4	0	0	0	3	1	3	4	2	1	1	2	3	1	2	1	0	2	1	4	0	2	0	2	7	2	2	13	1	4	9	41	26	0	0	0	0	0	0	2	0	4	0	1	16	12	0	0	7	0	2	0	0	5	13	3	8	3	6	4	3	24	6	0	1	4	2	0	0	9	43425	23	134	4	221	37	6	18	165850	85883	31606	24032	145056	131	67	37	61	74	21	4	34	91	13	70775	176390	41146	94443	57185	87	33	92	153	114	17	2	20	39	265942	188527	2421	253511	612	81	14	85	21877	50	0	0	31	171972	72331	1826
OTU_24	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	85	0	0	0	3433	0	0	0	2	2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_25	8	0	113	0	0	6	10	8	0	0	90	1	211	134	16	18	0	0	3	0	0	6	0	0	0	0	44	9	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	51	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	2063	3420	1	1018	0	0	0	0	0	0	0	0	0	1	173	141	2	2023	211	62	278	12	24	343	6	279	0	2	0	0	269	24	17	0	1	0	216	1377	495	310	1264	0	19	24	13	0	13	0	32	2	309	33	1	43	0	25	26	4	22	8	166	46	0	0	11	53	3	7	0	0	0	1	109	90	17	0	1	31	1	12	0	56	132	154	379	0	0	4	1	356	0	35	0	0	0	0	0	2	2	0	0	0	90	0	0	0	14	0	0	0	1	39	0	0	34	19	1	52	0	23	259	111	0	381	75	285	23	289	0	12	1534	691	485	3170	210	0	11	3	236	0	25	2	18	3	9	62	972	44	0	137	131	0	7	15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	284	0	1	0	0	4	22	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	96	0	0	0
OTU_26	4	0	3	0	0	0	0	0	1	12	0	0	0	1	0	0	0	0	0	0	1	4	1	3	0	0	0	0	2	0	0	0	6	0	5	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	1	0	0	2	0	1	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1679	132	30643	1683	81085	24	4	18	6283	2397	1200	916	5794	71351	16984	20646	32062	22	5308	7	11	15	17	2675	6628	1487	3644	2154	20286	23684	22062	26976	5	1	4	19	4	10171	6954	94	9667	7796	2543	13142	9781	830	10	5	1	30	6742	2703	526
OTU_27	0	0	10	3	0	3	26	8	1	0	0	0	27	0	18	38	0	86	5	0	1	0	34	34	62	26	10	0	103	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	11	3	14	0	81	54	0	0	0	2	0	2847	3	0	0	248	0	0	1083	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	13	154	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	47	4	22	15	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2579	10	0	0	150	110	0	1	0	0	0	0	0	1924	0	0	0	0	0	0	0	269	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_29	13	0	0	0	0	0	0	0	0	0	0	3	7	157	0	75	2	0	0	0	21	0	110	0	0	6	17	0	0	0	0	2	0	10	0	33	114	0	1	33	0	23	0	37	0	1	0	0	2	0	0	0	0	43	0	0	2	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	2095	0	0	0	0	0	0	1	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	281	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	95	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_32	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	265	0	0	0	15	0	0	0	0	1932	75	0	2	0	0	0	0	0	0	0	0	0	0	1912	1	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_33	0	197	0	1028	386	63	1	5	0	0	278	0	1	0	65	1	0	0	106	138	0	0	0	410	7	0	0	160	0	0	0	43	0	0	84	0	0	0	0	0	2	0	0	27	0	87	0	0	0	0	0	0	1	1	1	1	99	110	0	29	40	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	7	0	0	52	0	29	0	0	0	0	0	0	2	0	84	0	0	0	44	0	0	0	12	0	0	62	0	16	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	0	0	0	0	1	0	0	3199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
